Distance_(microns),Gray_Value
0.000000,1000
0.008229,1369
0.016459,2020
0.024688,2967
0.032918,4429
0.041147,6551
0.049377,9387
0.057606,12811
0.065836,16586
0.074065,20485
0.082295,24113
0.090524,27213
0.098754,29498
0.106983,30367
0.115213,29490
0.123442,27071
0.131672,23805
0.139901,20257
0.148131,16461
0.156360,12679
0.164590,9320
0.172819,6740
0.181049,4877
0.189278,3467
0.197508,2328
0.205737,1505
0.213967,1021
0.222196,788
