Distance_(microns),Gray_Value
0.000000,8.000
0.024084,3.368
0.048168,20.211
0.072252,22.737
0.096336,43.421
0.120420,101.579
0.144504,148.000
0.168588,219.263
0.192672,255.000
0.216756,255.000
0.240840,212.789
0.264924,173.895
0.289008,97.684
0.313092,111.368
0.337177,43.842
0.361261,25.211
0.385345,12.474
0.409429,14.105
0.433513,8.211
0.457597,5.000
