Distance_(microns),Gray_Value
0.000000,3
0.024084,8
0.048168,9
0.072252,27
0.096336,17
0.120420,19
0.144504,29
0.168588,38
0.192672,53
0.216756,79
0.240840,76
0.264924,158
0.289008,177
0.313092,223
0.337177,187
0.361261,247
0.385345,209
0.409429,219
0.433513,159
0.457597,156
0.481681,96
0.505765,59
0.529849,19
0.553933,9
0.578017,5
0.602101,8
0.626185,9
0.650269,6
0.674353,2
0.698437,2
0.722521,9
0.746605,3
0.770689,3
0.794773,0
0.818857,6
0.842941,3
