Distance_(microns),Gray_Value
0.000000,5
0.024084,3
0.048168,3
0.072252,2
0.096336,0
0.120420,10
0.144504,7
0.168588,19
0.192672,3
0.216756,9
0.240840,15
0.264924,43
0.289008,97
0.313092,164
0.337177,134
0.361261,73
0.385345,63
0.409429,49
0.433513,29
0.457597,15
0.481681,3
0.505765,7
0.529849,0
0.553933,3
0.578017,0
0.602101,3
0.626185,0
0.650269,0
0.674353,0
