Distance_(microns),Gray_Value
0.000000,0
0.024084,6
0.048168,3
0.072252,0
0.096336,0
0.120420,3
0.144504,3
0.168588,6
0.192672,9
0.216756,15
0.240840,15
0.264924,20
0.289008,62
0.313092,87
0.337177,153
0.361261,255
0.385345,255
0.409429,255
0.433513,240
0.457597,137
0.481681,46
0.505765,26
0.529849,11
0.553933,9
0.578017,2
0.602101,6
0.626185,2
0.650269,0
0.674353,0
0.698437,0
0.722521,3
0.746605,0
0.770689,0
0.794773,0
