Time_[s],Count_Rate_Channel_1_[kCounts/s]
6.62066,363.00000
6.62166,387.00000
6.62266,402.00000
6.62366,380.00000
6.62466,365.00000
6.62566,362.00000
6.62666,374.00000
6.62766,357.00000
6.62867,386.00000
6.62967,377.00000
6.63067,388.00000
6.63167,320.00000
6.63267,354.00000
6.63367,396.00000
6.63467,379.00000
6.63567,384.00000
6.63668,377.00000
6.63768,406.00000
6.63868,380.00000
6.63968,345.00000
6.64068,361.00000
6.64168,388.00000
6.64268,382.00000
6.64368,414.00000
6.64468,392.00000
6.64569,395.00000
6.64669,412.00000
6.64769,381.00000
6.64869,397.00000
6.64969,393.00000
6.65069,407.00000
6.65169,376.00000
6.65269,379.00000
6.65369,396.00000
6.65470,394.00000
6.65570,433.00000
6.65670,398.00000
6.65770,408.00000
6.65870,395.00000
6.65970,398.00000
6.66070,394.00000
6.66170,386.00000
6.66271,398.00000
6.66371,385.00000
6.66471,398.00000
6.66571,379.00000
6.66671,354.00000
6.66771,394.00000
6.66871,376.00000
6.66971,361.00000
6.67071,402.00000
6.67172,382.00000
6.67272,388.00000
6.67372,386.00000
6.67472,406.00000
6.67572,433.00000
6.67672,396.00000
6.67772,387.00000
6.67872,400.00000
6.67972,398.00000
6.68073,388.00000
6.68173,394.00000
6.68273,386.00000
6.68373,371.00000
6.68473,385.00000
6.68573,391.00000
6.68673,409.00000
6.68773,369.00000
6.68874,377.00000
6.68974,401.00000
6.69074,384.00000
6.69174,412.00000
6.69274,380.00000
6.69374,400.00000
6.69474,409.00000
6.69574,407.00000
6.69674,390.00000
6.69775,395.00000
6.69875,446.00000
6.69975,394.00000
6.70075,423.00000
6.70175,384.00000
6.70275,393.00000
6.70375,380.00000
6.70475,367.00000
6.70576,365.00000
6.70676,341.00000
6.70776,371.00000
6.70876,321.00000
6.70976,375.00000
6.71076,344.00000
6.71176,343.00000
6.71276,372.00000
6.71376,354.00000
6.71477,344.00000
6.71577,356.00000
6.71677,372.00000
6.71777,311.00000
6.71877,376.00000
6.71977,364.00000
6.72077,373.00000
6.72177,386.00000
6.72277,433.00000
6.72378,404.00000
6.72478,361.00000
6.72578,400.00000
6.72678,365.00000
6.72778,348.00000
6.72878,355.00000
6.72978,375.00000
6.73078,357.00000
6.73179,384.00000
6.73279,369.00000
6.73379,361.00000
6.73479,413.00000
6.73579,362.00000
6.73679,376.00000
6.73779,363.00000
6.73879,380.00000
6.73979,390.00000
6.74080,358.00000
6.74180,407.00000
6.74280,384.00000
6.74380,349.00000
6.74480,348.00000
6.74580,397.00000
6.74680,375.00000
6.74780,372.00000
6.74880,328.00000
6.74981,347.00000
6.75081,364.00000
6.75181,364.00000
6.75281,361.00000
6.75381,365.00000
6.75481,371.00000
6.75581,403.00000
6.75681,362.00000
6.75782,375.00000
6.75882,388.00000
6.75982,396.00000
6.76082,382.00000
6.76182,371.00000
6.76282,379.00000
6.76382,383.00000
6.76482,330.00000
6.76582,359.00000
6.76683,344.00000
6.76783,342.00000
6.76883,379.00000
6.76983,317.00000
6.77083,380.00000
6.77183,363.00000
6.77283,341.00000
6.77383,337.00000
6.77483,350.00000
6.77584,373.00000
6.77684,382.00000
6.77784,335.00000
6.77884,371.00000
6.77984,351.00000
6.78084,381.00000
6.78184,381.00000
6.78284,357.00000
6.78385,378.00000
6.78485,379.00000
6.78585,390.00000
6.78685,350.00000
6.78785,404.00000
6.78885,363.00000
6.78985,361.00000
6.79085,346.00000
6.79185,341.00000
6.79286,351.00000
6.79386,335.00000
6.79486,342.00000
6.79586,390.00000
6.79686,343.00000
6.79786,335.00000
6.79886,401.00000
6.79986,368.00000
6.80087,360.00000
6.80187,354.00000
6.80287,394.00000
6.80387,348.00000
6.80487,371.00000
6.80587,345.00000
6.80687,377.00000
6.80787,369.00000
6.80887,392.00000
6.80988,376.00000
6.81088,357.00000
6.81188,362.00000
6.81288,362.00000
6.81388,396.00000
6.81488,356.00000
6.81588,335.00000
6.81688,345.00000
6.81788,346.00000
6.81889,367.00000
6.81989,379.00000
6.82089,363.00000
6.82189,382.00000
6.82289,396.00000
6.82389,390.00000
6.82489,330.00000
6.82589,350.00000
6.82690,376.00000
6.82790,364.00000
6.82890,382.00000
6.82990,332.00000
6.83090,356.00000
6.83190,355.00000
6.83290,345.00000
6.83390,374.00000
6.83490,378.00000
6.83591,376.00000
6.83691,390.00000
6.83791,329.00000
6.83891,332.00000
6.83991,372.00000
6.84091,377.00000
6.84191,360.00000
6.84291,384.00000
6.84391,345.00000
6.84492,353.00000
6.84592,370.00000
6.84692,357.00000
6.84792,375.00000
6.84892,350.00000
6.84992,357.00000
6.85092,354.00000
6.85192,374.00000
6.85293,383.00000
6.85393,362.00000
6.85493,342.00000
6.85593,379.00000
6.85693,358.00000
6.85793,370.00000
6.85893,357.00000
6.85993,387.00000
6.86093,372.00000
6.86194,374.00000
6.86294,389.00000
6.86394,354.00000
6.86494,365.00000
6.86594,386.00000
6.86694,364.00000
6.86794,382.00000
6.86894,376.00000
6.86994,392.00000
6.87095,384.00000
6.87195,396.00000
6.87295,364.00000
6.87395,417.00000
6.87495,418.00000
6.87595,416.00000
6.87695,443.00000
6.87795,417.00000
6.87896,385.00000
6.87996,406.00000
6.88096,405.00000
6.88196,413.00000
6.88296,348.00000
6.88396,374.00000
6.88496,393.00000
6.88596,402.00000
6.88696,344.00000
6.88797,354.00000
6.88897,349.00000
6.88997,353.00000
6.89097,379.00000
6.89197,394.00000
6.89297,384.00000
6.89397,382.00000
6.89497,402.00000
6.89598,395.00000
6.89698,399.00000
6.89798,385.00000
6.89898,339.00000
6.89998,386.00000
6.90098,379.00000
6.90198,324.00000
6.90298,390.00000
6.90398,385.00000
6.90499,370.00000
6.90599,349.00000
6.90699,368.00000
6.90799,395.00000
6.90899,415.00000
6.90999,344.00000
6.91099,351.00000
6.91199,373.00000
6.91299,369.00000
6.91400,399.00000
6.91500,376.00000
6.91600,428.00000
6.91700,399.00000
6.91800,415.00000
6.91900,414.00000
6.92000,413.00000
6.92100,345.00000
6.92201,366.00000
6.92301,339.00000
6.92401,379.00000
6.92501,411.00000
6.92601,359.00000
6.92701,382.00000
6.92801,377.00000
6.92901,357.00000
6.93001,366.00000
6.93102,384.00000
6.93202,428.00000
6.93302,385.00000
6.93402,448.00000
6.93502,380.00000
6.93602,376.00000
6.93702,375.00000
6.93802,386.00000
6.93902,436.00000
6.94003,369.00000
6.94103,388.00000
6.94203,402.00000
6.94303,383.00000
6.94403,386.00000
6.94503,363.00000
6.94603,358.00000
6.94703,355.00000
6.94804,387.00000
6.94904,398.00000
6.95004,379.00000
6.95104,364.00000
6.95204,383.00000
6.95304,382.00000
6.95404,382.00000
6.95504,409.00000
6.95604,424.00000
6.95705,377.00000
6.95805,387.00000
6.95905,390.00000
6.96005,347.00000
6.96105,368.00000
6.96205,380.00000
6.96305,362.00000
6.96405,391.00000
6.96505,367.00000
6.96606,396.00000
6.96706,357.00000
6.96806,402.00000
6.96906,376.00000
6.97006,400.00000
6.97106,386.00000
6.97206,378.00000
6.97306,380.00000
6.97407,441.00000
6.97507,384.00000
6.97607,380.00000
6.97707,400.00000
6.97807,386.00000
6.97907,401.00000
6.98007,392.00000
6.98107,390.00000
6.98207,398.00000
6.98308,379.00000
6.98408,416.00000
6.98508,407.00000
6.98608,410.00000
6.98708,402.00000
6.98808,387.00000
6.98908,370.00000
6.99008,359.00000
6.99109,392.00000
6.99209,390.00000
6.99309,399.00000
6.99409,400.00000
6.99509,382.00000
6.99609,383.00000
6.99709,412.00000
6.99809,427.00000
6.99909,403.00000
7.00010,401.00000
7.00110,429.00000
7.00210,436.00000
7.00310,372.00000
7.00410,369.00000
7.00510,413.00000
7.00610,409.00000
7.00710,406.00000
7.00810,476.00000
7.00911,459.00000
7.01011,471.00000
7.01111,411.00000
7.01211,478.00000
7.01311,419.00000
7.01411,416.00000
7.01511,407.00000
7.01611,384.00000
7.01712,401.00000
7.01812,412.00000
7.01912,412.00000
7.02012,417.00000
7.02112,391.00000
7.02212,390.00000
7.02312,472.00000
7.02412,415.00000
7.02512,440.00000
7.02613,427.00000
7.02713,415.00000
7.02813,391.00000
7.02913,412.00000
7.03013,464.00000
7.03113,464.00000
7.03213,443.00000
7.03313,391.00000
7.03413,433.00000
7.03514,434.00000
7.03614,380.00000
7.03714,443.00000
7.03814,379.00000
7.03914,413.00000
7.04014,401.00000
7.04114,385.00000
7.04214,414.00000
7.04315,367.00000
7.04415,427.00000
7.04515,400.00000
7.04615,385.00000
7.04715,384.00000
7.04815,434.00000
7.04915,409.00000
7.05015,422.00000
7.05115,428.00000
7.05216,439.00000
7.05316,413.00000
7.05416,432.00000
7.05516,504.00000
7.05616,486.00000
7.05716,497.00000
7.05816,424.00000
7.05916,486.00000
7.06016,394.00000
7.06117,411.00000
7.06217,406.00000
7.06317,408.00000
7.06417,414.00000
7.06517,404.00000
7.06617,434.00000
7.06717,458.00000
7.06817,381.00000
7.06918,413.00000
7.07018,482.00000
7.07118,447.00000
7.07218,408.00000
7.07318,389.00000
7.07418,374.00000
7.07518,391.00000
7.07618,397.00000
7.07718,373.00000
7.07819,352.00000
7.07919,350.00000
7.08019,348.00000
7.08119,321.00000
7.08219,359.00000
7.08319,368.00000
7.08419,359.00000
7.08519,366.00000
7.08620,394.00000
7.08720,402.00000
7.08820,352.00000
7.08920,360.00000
7.09020,342.00000
7.09120,359.00000
7.09220,359.00000
7.09320,362.00000
7.09420,377.00000
7.09521,380.00000
7.09621,413.00000
7.09721,417.00000
7.09821,376.00000
7.09921,376.00000
7.10021,361.00000
7.10121,388.00000
7.10221,391.00000
7.10321,406.00000
7.10422,400.00000
7.10522,417.00000
7.10622,380.00000
7.10722,408.00000
7.10822,401.00000
7.10922,394.00000
7.11022,374.00000
7.11122,362.00000
7.11223,357.00000
7.11323,386.00000
7.11423,360.00000
7.11523,389.00000
7.11623,390.00000
7.11723,391.00000
7.11823,336.00000
7.11923,362.00000
7.12023,371.00000
7.12124,363.00000
7.12224,356.00000
7.12324,385.00000
7.12424,375.00000
7.12524,336.00000
7.12624,357.00000
7.12724,381.00000
7.12824,371.00000
7.12924,387.00000
7.13025,383.00000
7.13125,341.00000
7.13225,362.00000
7.13325,354.00000
7.13425,405.00000
7.13525,368.00000
7.13625,347.00000
7.13725,378.00000
7.13826,386.00000
7.13926,345.00000
7.14026,399.00000
7.14126,370.00000
7.14226,373.00000
7.14326,414.00000
7.14426,378.00000
7.14526,351.00000
7.14626,395.00000
7.14727,368.00000
7.14827,372.00000
7.14927,364.00000
7.15027,363.00000
7.15127,368.00000
7.15227,352.00000
7.15327,328.00000
7.15427,366.00000
7.15527,367.00000
7.15628,359.00000
7.15728,339.00000
7.15828,396.00000
7.15928,343.00000
7.16028,372.00000
7.16128,369.00000
7.16228,342.00000
7.16328,362.00000
7.16429,316.00000
7.16529,342.00000
7.16629,379.00000
7.16729,356.00000
7.16829,400.00000
7.16929,394.00000
7.17029,359.00000
7.17129,352.00000
7.17229,378.00000
7.17330,348.00000
7.17430,351.00000
7.17530,365.00000
7.17630,392.00000
7.17730,405.00000
7.17830,410.00000
7.17930,371.00000
7.18030,381.00000
7.18131,370.00000
7.18231,356.00000
7.18331,351.00000
7.18431,338.00000
7.18531,355.00000
7.18631,359.00000
7.18731,391.00000
7.18831,360.00000
7.18931,375.00000
7.19032,363.00000
7.19132,354.00000
7.19232,376.00000
7.19332,344.00000
7.19432,338.00000
7.19532,357.00000
7.19632,383.00000
7.19732,358.00000
7.19832,358.00000
7.19933,369.00000
7.20033,378.00000
7.20133,345.00000
7.20233,388.00000
7.20333,334.00000
7.20433,371.00000
7.20533,355.00000
7.20633,374.00000
7.20734,375.00000
7.20834,347.00000
7.20934,373.00000
7.21034,327.00000
7.21134,349.00000
7.21234,363.00000
7.21334,371.00000
7.21434,371.00000
7.21534,377.00000
7.21635,395.00000
7.21735,341.00000
7.21835,357.00000
7.21935,380.00000
7.22035,388.00000
7.22135,303.00000
7.22235,356.00000
7.22335,360.00000
7.22435,379.00000
7.22536,356.00000
7.22636,380.00000
7.22736,346.00000
7.22836,377.00000
7.22936,369.00000
7.23036,403.00000
7.23136,402.00000
7.23236,409.00000
7.23337,357.00000
7.23437,392.00000
7.23537,388.00000
7.23637,357.00000
7.23737,388.00000
7.23837,402.00000
7.23937,381.00000
7.24037,315.00000
7.24137,377.00000
7.24238,340.00000
7.24338,340.00000
7.24438,390.00000
7.24538,353.00000
7.24638,367.00000
7.24738,358.00000
7.24838,368.00000
7.24938,386.00000
7.25038,340.00000
7.25139,363.00000
7.25239,378.00000
7.25339,359.00000
7.25439,355.00000
7.25539,353.00000
7.25639,393.00000
7.25739,378.00000
7.25839,344.00000
7.25940,377.00000
7.26040,331.00000
7.26140,397.00000
7.26240,372.00000
7.26340,352.00000
7.26440,388.00000
7.26540,444.00000
7.26640,381.00000
7.26740,374.00000
7.26841,354.00000
7.26941,370.00000
7.27041,357.00000
7.27141,388.00000
7.27241,364.00000
7.27341,337.00000
7.27441,345.00000
7.27541,365.00000
7.27642,360.00000
7.27742,390.00000
7.27842,340.00000
7.27942,364.00000
7.28042,368.00000
7.28142,359.00000
7.28242,353.00000
7.28342,384.00000
7.28442,384.00000
7.28543,347.00000
7.28643,343.00000
7.28743,387.00000
7.28843,334.00000
7.28943,353.00000
7.29043,397.00000
7.29143,362.00000
7.29243,348.00000
7.29343,365.00000
7.29444,400.00000
7.29544,370.00000
7.29644,380.00000
7.29744,348.00000
7.29844,364.00000
7.29944,316.00000
7.30044,326.00000
7.30144,359.00000
7.30245,365.00000
7.30345,378.00000
7.30445,378.00000
7.30545,397.00000
7.30645,382.00000
7.30745,366.00000
7.30845,335.00000
7.30945,392.00000
7.31045,370.00000
7.31146,362.00000
7.31246,357.00000
7.31346,358.00000
7.31446,339.00000
7.31546,372.00000
7.31646,372.00000
7.31746,378.00000
7.31846,329.00000
7.31946,358.00000
7.32047,402.00000
7.32147,385.00000
7.32247,349.00000
7.32347,381.00000
7.32447,366.00000
7.32547,377.00000
7.32647,363.00000
7.32747,376.00000
7.32848,360.00000
7.32948,364.00000
7.33048,384.00000
7.33148,342.00000
7.33248,412.00000
7.33348,390.00000
7.33448,410.00000
7.33548,367.00000
7.33648,372.00000
7.33749,400.00000
7.33849,406.00000
7.33949,368.00000
7.34049,391.00000
7.34149,378.00000
7.34249,414.00000
7.34349,379.00000
7.34449,385.00000
7.34549,420.00000
7.34650,373.00000
7.34750,383.00000
7.34850,393.00000
7.34950,427.00000
7.35050,366.00000
7.35150,391.00000
7.35250,399.00000
7.35350,388.00000
7.35451,394.00000
7.35551,384.00000
7.35651,376.00000
7.35751,387.00000
7.35851,364.00000
7.35951,363.00000
7.36051,363.00000
7.36151,338.00000
7.36251,384.00000
7.36352,402.00000
7.36452,369.00000
7.36552,387.00000
7.36652,366.00000
7.36752,372.00000
7.36852,373.00000
7.36952,338.00000
7.37052,374.00000
7.37153,360.00000
7.37253,405.00000
7.37353,347.00000
7.37453,397.00000
7.37553,366.00000
7.37653,367.00000
7.37753,379.00000
7.37853,374.00000
7.37953,378.00000
7.38054,385.00000
7.38154,376.00000
7.38254,408.00000
7.38354,374.00000
7.38454,368.00000
7.38554,364.00000
7.38654,396.00000
7.38754,366.00000
7.38854,379.00000
7.38955,331.00000
7.39055,385.00000
7.39155,382.00000
7.39255,375.00000
7.39355,402.00000
7.39455,396.00000
7.39555,364.00000
7.39655,359.00000
7.39756,392.00000
7.39856,388.00000
7.39956,404.00000
7.40056,387.00000
7.40156,353.00000
7.40256,400.00000
7.40356,375.00000
7.40456,327.00000
7.40556,407.00000
7.40657,379.00000
7.40757,396.00000
7.40857,369.00000
7.40957,402.00000
7.41057,378.00000
7.41157,352.00000
7.41257,343.00000
7.41357,364.00000
7.41457,423.00000
7.41558,362.00000
7.41658,422.00000
7.41758,399.00000
7.41858,400.00000
7.41958,417.00000
7.42058,456.00000
7.42158,422.00000
7.42258,402.00000
7.42359,401.00000
7.42459,386.00000
7.42559,388.00000
7.42659,357.00000
7.42759,381.00000
7.42859,396.00000
7.42959,350.00000
7.43059,393.00000
7.43159,353.00000
7.43260,363.00000
7.43360,399.00000
7.43460,385.00000
7.43560,396.00000
7.43660,374.00000
7.43760,339.00000
7.43860,420.00000
7.43960,375.00000
7.44060,365.00000
7.44161,381.00000
7.44261,361.00000
7.44361,411.00000
7.44461,383.00000
7.44561,389.00000
7.44661,351.00000
7.44761,393.00000
7.44861,408.00000
7.44962,374.00000
7.45062,375.00000
7.45162,350.00000
7.45262,379.00000
7.45362,364.00000
7.45462,371.00000
7.45562,386.00000
7.45662,332.00000
7.45762,364.00000
7.45863,397.00000
7.45963,387.00000
7.46063,355.00000
7.46163,406.00000
7.46263,340.00000
7.46363,373.00000
7.46463,380.00000
7.46563,373.00000
7.46664,407.00000
7.46764,352.00000
7.46864,389.00000
7.46964,394.00000
7.47064,390.00000
7.47164,365.00000
7.47264,382.00000
7.47364,352.00000
7.47464,369.00000
7.47565,383.00000
7.47665,361.00000
7.47765,389.00000
7.47865,399.00000
7.47965,405.00000
7.48065,366.00000
7.48165,390.00000
7.48265,363.00000
7.48365,418.00000
7.48466,406.00000
7.48566,381.00000
7.48666,364.00000
7.48766,362.00000
7.48866,349.00000
7.48966,352.00000
7.49066,358.00000
7.49166,387.00000
7.49267,374.00000
7.49367,366.00000
7.49467,356.00000
7.49567,400.00000
7.49667,374.00000
7.49767,381.00000
7.49867,360.00000
7.49967,366.00000
7.50067,369.00000
7.50168,399.00000
7.50268,394.00000
7.50368,343.00000
7.50468,397.00000
7.50568,347.00000
7.50668,369.00000
7.50768,345.00000
7.50868,373.00000
7.50968,353.00000
7.51069,367.00000
7.51169,382.00000
7.51269,380.00000
7.51369,387.00000
7.51469,362.00000
7.51569,442.00000
7.51669,385.00000
7.51769,428.00000
7.51870,420.00000
7.51970,440.00000
7.52070,364.00000
7.52170,438.00000
7.52270,463.00000
7.52370,391.00000
7.52470,389.00000
7.52570,427.00000
7.52670,421.00000
7.52771,393.00000
7.52871,406.00000
7.52971,420.00000
7.53071,392.00000
7.53171,442.00000
7.53271,368.00000
7.53371,365.00000
7.53471,399.00000
7.53571,436.00000
7.53672,369.00000
7.53772,378.00000
7.53872,408.00000
7.53972,382.00000
7.54072,402.00000
7.54172,352.00000
7.54272,389.00000
7.54372,348.00000
7.54473,385.00000
7.54573,388.00000
7.54673,373.00000
7.54773,383.00000
7.54873,395.00000
7.54973,349.00000
7.55073,337.00000
7.55173,399.00000
7.55273,375.00000
7.55374,341.00000
7.55474,396.00000
7.55574,411.00000
7.55674,373.00000
7.55774,375.00000
7.55874,375.00000
7.55974,377.00000
7.56074,353.00000
7.56174,394.00000
7.56275,362.00000
7.56375,363.00000
7.56475,392.00000
7.56575,386.00000
7.56675,368.00000
7.56775,374.00000
7.56875,390.00000
7.56975,359.00000
7.57076,396.00000
7.57176,392.00000
7.57276,391.00000
7.57376,333.00000
7.57476,366.00000
7.57576,379.00000
7.57676,414.00000
7.57776,364.00000
7.57876,373.00000
7.57977,368.00000
7.58077,408.00000
7.58177,381.00000
7.58277,380.00000
7.58377,381.00000
7.58477,370.00000
7.58577,410.00000
7.58677,388.00000
7.58778,382.00000
7.58878,359.00000
7.58978,378.00000
7.59078,353.00000
7.59178,386.00000
7.59278,375.00000
7.59378,362.00000
7.59478,351.00000
7.59578,370.00000
7.59679,409.00000
7.59779,420.00000
7.59879,399.00000
7.59979,372.00000
7.60079,386.00000
7.60179,375.00000
7.60279,354.00000
7.60379,389.00000
7.60479,348.00000
7.60580,358.00000
7.60680,405.00000
7.60780,358.00000
7.60880,367.00000
7.60980,380.00000
7.61080,372.00000
7.61180,350.00000
7.61280,376.00000
7.61381,335.00000
7.61481,333.00000
7.61581,358.00000
7.61681,362.00000
7.61781,352.00000
7.61881,352.00000
7.61981,354.00000
7.62081,361.00000
7.62181,351.00000
7.62282,364.00000
7.62382,354.00000
7.62482,351.00000
7.62582,358.00000
7.62682,371.00000
7.62782,364.00000
7.62882,334.00000
7.62982,373.00000
7.63082,391.00000
7.63183,385.00000
7.63283,360.00000
7.63383,377.00000
7.63483,336.00000
7.63583,334.00000
7.63683,387.00000
7.63783,371.00000
7.63883,392.00000
7.63984,360.00000
7.64084,371.00000
7.64184,357.00000
7.64284,354.00000
7.64384,351.00000
7.64484,358.00000
7.64584,400.00000
7.64684,342.00000
7.64784,347.00000
7.64885,399.00000
7.64985,351.00000
7.65085,361.00000
7.65185,377.00000
7.65285,379.00000
7.65385,373.00000
7.65485,390.00000
7.65585,362.00000
7.65685,381.00000
7.65786,340.00000
7.65886,326.00000
7.65986,330.00000
7.66086,361.00000
7.66186,352.00000
7.66286,371.00000
7.66386,378.00000
7.66486,390.00000
7.66587,387.00000
7.66687,363.00000
7.66787,364.00000
7.66887,403.00000
7.66987,376.00000
7.67087,376.00000
7.67187,408.00000
7.67287,394.00000
7.67387,377.00000
7.67488,347.00000
7.67588,392.00000
7.67688,343.00000
7.67788,371.00000
7.67888,352.00000
7.67988,395.00000
7.68088,366.00000
7.68188,372.00000
7.68289,338.00000
7.68389,354.00000
7.68489,375.00000
7.68589,358.00000
7.68689,364.00000
7.68789,358.00000
7.68889,362.00000
7.68989,357.00000
7.69089,382.00000
7.69190,346.00000
7.69290,360.00000
7.69390,399.00000
7.69490,410.00000
7.69590,416.00000
7.69690,367.00000
7.69790,351.00000
7.69890,388.00000
7.69990,375.00000
7.70091,413.00000
7.70191,456.00000
7.70291,414.00000
7.70391,383.00000
7.70491,405.00000
7.70591,373.00000
7.70691,361.00000
7.70791,398.00000
7.70892,363.00000
7.70992,406.00000
7.71092,356.00000
7.71192,388.00000
7.71292,371.00000
7.71392,399.00000
7.71492,365.00000
7.71592,415.00000
7.71692,388.00000
7.71793,381.00000
7.71893,395.00000
7.71993,385.00000
7.72093,429.00000
7.72193,394.00000
7.72293,397.00000
7.72393,392.00000
7.72493,374.00000
7.72593,374.00000
7.72694,352.00000
7.72794,373.00000
7.72894,351.00000
7.72994,469.00000
7.73094,426.00000
7.73194,380.00000
7.73294,347.00000
7.73394,385.00000
7.73495,369.00000
7.73595,376.00000
7.73695,398.00000
7.73795,366.00000
7.73895,378.00000
7.73995,379.00000
7.74095,383.00000
7.74195,395.00000
7.74295,384.00000
7.74396,346.00000
7.74496,369.00000
7.74596,357.00000
7.74696,330.00000
7.74796,363.00000
7.74896,373.00000
7.74996,376.00000
7.75096,392.00000
7.75196,359.00000
7.75297,329.00000
7.75397,371.00000
7.75497,378.00000
7.75597,338.00000
7.75697,372.00000
7.75797,342.00000
7.75897,376.00000
7.75997,378.00000
7.76098,404.00000
7.76198,385.00000
7.76298,392.00000
7.76398,372.00000
7.76498,365.00000
7.76598,394.00000
7.76698,363.00000
7.76798,387.00000
7.76898,369.00000
7.76999,329.00000
7.77099,347.00000
7.77199,373.00000
7.77299,419.00000
7.77399,363.00000
7.77499,360.00000
7.77599,381.00000
7.77699,382.00000
7.77800,354.00000
7.77900,388.00000
7.78000,390.00000
7.78100,344.00000
7.78200,394.00000
7.78300,391.00000
7.78400,362.00000
7.78500,383.00000
7.78600,370.00000
7.78701,356.00000
7.78801,391.00000
7.78901,404.00000
7.79001,415.00000
7.79101,378.00000
7.79201,439.00000
7.79301,399.00000
7.79401,387.00000
7.79501,353.00000
7.79602,388.00000
7.79702,372.00000
7.79802,356.00000
7.79902,357.00000
7.80002,366.00000
7.80102,422.00000
7.80202,397.00000
7.80302,364.00000
7.80403,361.00000
7.80503,399.00000
7.80603,405.00000
7.80703,418.00000
7.80803,366.00000
7.80903,429.00000
7.81003,374.00000
7.81103,374.00000
7.81203,405.00000
7.81304,384.00000
7.81404,395.00000
7.81504,383.00000
7.81604,388.00000
7.81704,389.00000
7.81804,407.00000
7.81904,391.00000
7.82004,383.00000
7.82104,373.00000
7.82205,347.00000
7.82305,399.00000
7.82405,409.00000
7.82505,365.00000
7.82605,389.00000
7.82705,395.00000
7.82805,371.00000
7.82905,421.00000
7.83006,458.00000
7.83106,410.00000
7.83206,399.00000
7.83306,434.00000
7.83406,385.00000
7.83506,413.00000
7.83606,417.00000
7.83706,423.00000
7.83806,412.00000
7.83907,383.00000
7.84007,404.00000
7.84107,387.00000
7.84207,429.00000
7.84307,403.00000
7.84407,424.00000
7.84507,388.00000
7.84607,408.00000
7.84707,402.00000
7.84808,385.00000
7.84908,419.00000
7.85008,437.00000
7.85108,418.00000
7.85208,414.00000
7.85308,448.00000
7.85408,374.00000
7.85508,379.00000
7.85609,453.00000
7.85709,428.00000
7.85809,430.00000
7.85909,441.00000
7.86009,390.00000
7.86109,399.00000
7.86209,371.00000
7.86309,432.00000
7.86409,396.00000
7.86510,379.00000
7.86610,428.00000
7.86710,369.00000
7.86810,369.00000
7.86910,375.00000
7.87010,403.00000
7.87110,391.00000
7.87210,405.00000
7.87311,402.00000
7.87411,362.00000
7.87511,343.00000
7.87611,410.00000
7.87711,377.00000
7.87811,417.00000
7.87911,396.00000
7.88011,382.00000
7.88111,419.00000
7.88212,405.00000
7.88312,470.00000
7.88412,454.00000
7.88512,425.00000
7.88612,413.00000
7.88712,407.00000
7.88812,425.00000
7.88912,413.00000
7.89012,415.00000
7.89113,419.00000
7.89213,360.00000
7.89313,386.00000
7.89413,420.00000
7.89513,423.00000
7.89613,410.00000
7.89713,418.00000
7.89813,399.00000
7.89914,425.00000
7.90014,397.00000
7.90114,406.00000
7.90214,423.00000
7.90314,381.00000
7.90414,420.00000
7.90514,436.00000
7.90614,454.00000
7.90714,396.00000
7.90815,419.00000
7.90915,405.00000
7.91015,428.00000
7.91115,378.00000
7.91215,368.00000
7.91315,401.00000
7.91415,374.00000
7.91515,396.00000
7.91615,388.00000
7.91716,379.00000
7.91816,389.00000
7.91916,401.00000
7.92016,378.00000
7.92116,390.00000
7.92216,404.00000
7.92316,403.00000
7.92416,417.00000
7.92517,371.00000
7.92617,369.00000
7.92717,390.00000
7.92817,405.00000
7.92917,428.00000
7.93017,401.00000
7.93117,424.00000
7.93217,420.00000
7.93317,401.00000
7.93418,406.00000
7.93518,374.00000
7.93618,400.00000
7.93718,409.00000
7.93818,402.00000
7.93918,389.00000
7.94018,347.00000
7.94118,388.00000
7.94218,412.00000
7.94319,398.00000
7.94419,413.00000
7.94519,400.00000
7.94619,432.00000
7.94719,398.00000
7.94819,382.00000
7.94919,352.00000
7.95019,379.00000
7.95120,385.00000
7.95220,371.00000
7.95320,358.00000
7.95420,367.00000
7.95520,377.00000
7.95620,384.00000
7.95720,419.00000
7.95820,391.00000
7.95920,409.00000
7.96021,388.00000
7.96121,397.00000
7.96221,385.00000
7.96321,376.00000
7.96421,381.00000
7.96521,398.00000
7.96621,406.00000
7.96721,385.00000
7.96822,400.00000
7.96922,407.00000
7.97022,386.00000
7.97122,362.00000
7.97222,379.00000
7.97322,359.00000
7.97422,347.00000
7.97522,368.00000
7.97622,389.00000
7.97723,363.00000
7.97823,359.00000
7.97923,370.00000
7.98023,410.00000
7.98123,397.00000
7.98223,372.00000
7.98323,367.00000
7.98423,377.00000
7.98523,374.00000
7.98624,418.00000
7.98724,362.00000
7.98824,390.00000
7.98924,362.00000
7.99024,388.00000
7.99124,400.00000
7.99224,371.00000
7.99324,342.00000
7.99425,371.00000
7.99525,357.00000
7.99625,367.00000
7.99725,402.00000
7.99825,386.00000
7.99925,357.00000
8.00025,368.00000
8.00125,358.00000
8.00225,379.00000
8.00326,364.00000
8.00426,418.00000
8.00526,342.00000
8.00626,401.00000
8.00726,367.00000
8.00826,338.00000
8.00926,377.00000
8.01026,370.00000
8.01126,418.00000
8.01227,364.00000
8.01327,369.00000
8.01427,376.00000
8.01527,330.00000
8.01627,347.00000
8.01727,375.00000
8.01827,398.00000
