Distance_(microns),Gray_Value
0.000000,11226
0.008229,14576
0.016459,18634
0.024688,23717
0.032918,30208
0.041147,37904
0.049377,46066
0.057606,54034
0.065836,61000
0.074065,65535
0.082295,65535
0.090524,65535
0.098754,65535
0.106983,65535
0.115213,65535
0.123442,65535
0.131672,63486
0.139901,58568
0.148131,53075
0.156360,46313
0.164590,38831
0.172819,31224
0.181049,24476
0.189278,19208
0.197508,15184
0.205737,11973
