Distance_(microns),Gray_Value
0.000000,8
0.024084,15
0.048168,6
0.072252,23
0.096336,20
0.120420,31
0.144504,63
0.168588,74
0.192672,106
0.216756,165
0.240840,173
0.264924,185
0.289008,193
0.313092,247
0.337177,177
0.361261,187
0.385345,181
0.409429,141
0.433513,89
0.457597,93
0.481681,28
0.505765,27
0.529849,6
0.553933,0
0.578017,15
0.602101,9
0.626185,9
0.650269,3
