Distance_(microns),Gray_Value
0.000000,0
0.024084,4
0.048168,0
0.072252,5
0.096336,6
0.120420,25
0.144504,39
0.168588,109
0.192672,236
0.216756,255
0.240840,255
0.264924,255
0.289008,164
0.313092,107
0.337177,53
0.361261,39
0.385345,34
0.409429,18
0.433513,3
