Distance_(microns),Gray_Value
0.000000,6476
0.008229,9521
0.016459,13399
0.024688,17678
0.032918,21874
0.041147,26745
0.049377,33105
0.057606,40486
0.065836,46931
0.074065,50884
0.082295,52378
0.090524,52481
0.098754,50970
0.106983,47175
0.115213,41210
0.123442,34105
0.131672,27308
0.139901,21598
0.148131,16973
0.156360,12937
0.164590,9316
0.172819,6505
0.181049,4586
0.189278,3288
0.197508,2340
