Distance_(microns),Gray_Value
0.000000,7.000
0.024084,16.850
0.048168,23.300
0.072252,55.400
0.096336,103.800
0.120420,126.250
0.144504,172.300
0.168588,208.450
0.192672,173.200
0.216756,164.300
0.240840,105.500
0.264924,59.600
0.289008,32.400
0.313092,17.150
0.337177,13.500
0.361261,11.750
0.385345,11.200
0.409429,8.200
0.433513,9.100
0.457597,0.750
0.481681,11.000
