Distance_(microns),Gray_Value
0.000000,6
0.024084,0
0.048168,0
0.072252,3
0.096336,18
0.120420,21
0.144504,46
0.168588,102
0.192672,166
0.216756,180
0.240840,205
0.264924,192
0.289008,62
0.313092,60
0.337177,17
0.361261,9
0.385345,6
0.409429,9
0.433513,11
0.457597,0
0.481681,3
0.505765,10
0.529849,0
0.553933,0
0.578017,0
0.602101,0
