Distance_(microns),Gray_Value
0.000000,0.000
0.024084,0.000
0.048168,6.000
0.072252,0.778
0.096336,2.556
0.120420,6.741
0.144504,12.222
0.168588,29.741
0.192672,76.259
0.216756,141.333
0.240840,240.370
0.264924,255.000
0.289008,255.000
0.313092,247.741
0.337177,168.333
0.361261,98.111
0.385345,57.667
0.409429,26.074
0.433513,14.333
0.457597,9.333
0.481681,6.778
0.505765,11.444
0.529849,3.556
0.553933,6.704
0.578017,5.333
0.602101,3.222
0.626185,3.111
0.650269,2.000
