Distance_(microns),Gray_Value
0.000000,2
0.024084,3
0.048168,0
0.072252,5
0.096336,0
0.120420,6
0.144504,9
0.168588,3
0.192672,15
0.216756,28
0.240840,38
0.264924,126
0.289008,221
0.313092,255
0.337177,255
0.361261,255
0.385345,255
0.409429,175
0.433513,139
0.457597,59
0.481681,37
0.505765,17
0.529849,24
0.553933,8
0.578017,5
0.602101,3
0.626185,6
0.650269,0
0.674353,0
0.698437,3
