Distance_(microns),Gray_Value
0.000000,0
0.024084,3
0.048168,9
0.072252,12
0.096336,12
0.120420,32
0.144504,69
0.168588,106
0.192672,239
0.216756,255
0.240840,255
0.264924,255
0.289008,255
0.313092,160
0.337177,78
0.361261,21
0.385345,20
0.409429,9
0.433513,10
0.457597,3
0.481681,9
0.505765,9
