Distance_(microns),Gray_Value
0.000000,0
0.024084,3
0.048168,3
0.072252,0
0.096336,0
0.120420,3
0.144504,6
0.168588,36
0.192672,38
0.216756,120
0.240840,173
0.264924,213
0.289008,219
0.313092,155
0.337177,130
0.361261,49
0.385345,15
0.409429,6
0.433513,6
0.457597,0
0.481681,0
0.505765,3
0.529849,5
0.553933,0
