Distance_(microns),Gray_Value
0.000000,2161
0.008229,3157
0.016459,4380
0.024688,5715
0.032918,7254
0.041147,9260
0.049377,12017
0.057606,15585
0.065836,19890
0.074065,24528
0.082295,29456
0.090524,34943
0.098754,41087
0.106983,46889
0.115213,51087
0.123442,52831
0.131672,52425
0.139901,50255
0.148131,46858
0.156360,42403
0.164590,36855
0.172819,30323
0.181049,23669
0.189278,17907
0.197508,13518
0.205737,10225
0.213967,7446
0.222196,5123
0.230426,3566
0.238655,2738
0.246885,2371
0.255114,2042
