Distance_(microns),Gray_Value
0.000000,0
0.024084,0
0.048168,3
0.072252,0
0.096336,6
0.120420,3
0.144504,3
0.168588,3
0.192672,6
0.216756,3
0.240840,25
0.264924,46
0.289008,115
0.313092,166
0.337177,180
0.361261,197
0.385345,190
0.409429,81
0.433513,49
0.457597,29
0.481681,11
0.505765,2
0.529849,0
0.553933,0
0.578017,0
0.602101,2
0.626185,3
0.650269,0
0.674353,3
0.698437,0
0.722521,0
