Distance_(microns),Gray_Value
0.000000,7045
0.008229,9371
0.016459,11971
0.024688,15199
0.032918,19477
0.041147,24763
0.049377,30949
0.057606,37822
0.065836,44792
0.074065,50988
0.082295,55785
0.090524,59410
0.098754,61028
0.106983,60499
0.115213,57216
0.123442,51448
0.131672,44794
0.139901,38046
0.148131,31441
0.156360,25533
0.164590,20382
0.172819,15845
0.181049,11694
0.189278,8348
0.197508,5888
0.205737,4201
0.213967,3090
0.222196,2371
