Distance_(microns),Gray_Value
0.000000,4916
0.008229,7818
0.016459,11611
0.024688,16018
0.032918,20746
0.041147,25914
0.049377,31461
0.057606,37381
0.065836,43459
0.074065,49266
0.082295,53682
0.090524,55117
0.098754,52425
0.106983,46529
0.115213,39598
0.123442,32699
0.131672,26229
0.139901,20127
0.148131,15046
0.156360,11255
0.164590,8396
0.172819,6008
0.181049,4189
0.189278,2957
0.197508,2202
