Distance_(microns),Gray_Value
0.000000,5
0.024084,14
0.048168,16
0.072252,15
0.096336,14
0.120420,14
0.144504,21
0.168588,9
0.192672,32
0.216756,29
0.240840,90
0.264924,141
0.289008,138
0.313092,215
0.337177,255
0.361261,255
0.385345,255
0.409429,255
0.433513,255
0.457597,255
0.481681,255
0.505765,237
0.529849,210
0.553933,167
0.578017,142
0.602101,67
0.626185,25
0.650269,11
0.674353,3
0.698437,9
0.722521,3
0.746605,2
0.770689,6
0.794773,0
0.818857,0
0.842941,3
0.867025,6
